สถาบัน,วิทยาเขต,รหัสหลักสูตร,คณะ,หลักสูตร,รายละเอียด,สาขา/วิชาเอก,รหัสรับร่วม,รับ,สมัคร,ผ่าน,คะแนนสูงสุด,คะแนนต่ำสุด
มหาวิทยาลัยหอการค้าไทย,วิทยาเขตหลัก,40560111620102A,คณะการท่องเที่ยวและอุตสาหกรรมบริการ,หลักสูตรศิลปศาสตรบัณฑิต (การจัดการ การท่องเที่ยวและนวัตกรรมบริการ),หลักสูตรศิลปศาสตรบัณฑิต (การจัดการการท่องเที่ยวและนวัตกรรมบริการ),,0,50,17,4,89.2500,63.7500
มหาวิทยาลัยหอการค้าไทย,วิทยาเขตหลัก,40560111620103A,คณะการท่องเที่ยวและอุตสาหกรรมบริการ,หลักสูตรบริหารธุรกิจบัณฑิต (ศิลปะการ ประกอบอาหารและการจัดการภัตตาคาร),หลักสูตรบริหารธุรกิจบัณฑิต (ศิลปะการประกอบอาหาร และการจัดการภัตตาคาร),,0,70,11,3,98.7500,48.0000
มหาวิทยาลัยหอการค้าไทย,วิทยาเขตหลัก,40560111620201A,คณะการท่องเที่ยวและอุตสาหกรรมบริการ,หลักสูตรศิลปศาสตรบัณฑิต (การจัดการ ธุรกิจการบิน),หลักสูตรศิลปศาสตรบัณฑิต (การจัดการธุรกิจการบิน),,0,100,67,26,97.2500,0.0000
มหาวิทยาลัยหอการค้าไทย,วิทยาเขตหลัก,40560112700601A,คณะการศึกษาปฐมวยั,หลักสูตรศึกษาศาสตรบัณฑิต(การศึกษา ปฐมวัย),หลักสูตรศึกษาศาสตรบัณฑิต (การศึกษาปฐมวัย),,0,60,60,28,96.5000,0.0000
มหาวิทยาลัยหอการค้าไทย,วิทยาเขตหลัก,40560113800101A,คณะศิลปะและการออกแบบ ดิจิทัล,หลักสูตรศิลปกรรมศาสตรบัณฑิต (ดิจิทัล อาร์ต),หลักสูตรศิลปกรรมศาสตร บัณฑิต (ดิจิทัลอาร์ต),,0,50,38,8,86.0000,0.0000
มหาวิทยาลัยเทคโนโลยีมหานคร,วิทยาเขตหลัก,40610111112901A,สหเวชศาสตร์สาธารณสุข ศาสตร์เทคนิคการแพท์ยพยาบาลศาสตร์วิทยาศาสต์รการกีฬา,วท.บ.การพยาบาลสัตว์,,วท.บ.การพยาบาลสัตว์,0,50,83,40,47.6616,9.7083
มหาวิทยาลัยเทคโนโลยีมหานคร,วิทยาเขตหลัก,40610114140101A,สัตวแพทยศาสตร์,สพ.บ.สัตวแพทยศาสตร์,,สพ.บ.สัตวแพทยศาสตร์,0,40,505,40,63.9266,55.3165
มหาวิทยาลัยเทคโนโลยีมหานคร,วิทยาเขตหลัก,40610130300501A,วิศวกรรมศาสตร์,วศ.บ. วิศวกรรมคอมพิวเตอร์และ ปัญญาประดิษฐ์,,วศ.บ. วิศวกรรม คอมพิวเตอร์และ ปัญญาประดิษฐ์,0,50,15,5,51.1410,28.5830
มหาวิทยาลัยเทคโนโลยีมหานคร,วิทยาเขตหลัก,40610130300702A,วิศวกรรมศาสตร์,วศ.บ. วิศวกรรมเครื่องกล,,วศ.บ. วิศวกรรมเครื่องกล,0,50,9,1,28.4080,28.4080
มหาวิทยาลัยเทคโนโลยีมหานคร,วิทยาเขตหลัก,40610130301703A,วิศวกรรมศาสตร์,วศ.บ. วิศวกรรมไฟฟ้ากำลัง,,วศ.บ. วิศวกรรมไฟฟ้ากำลัง,0,50,4,0,0.0000,0.0000
มหาวิทยาลัยเทคโนโลยีมหานคร,วิทยาเขตหลัก,40610130301804A,วิศวกรรมศาสตร์,วศ.บ. วิศวกรรมไฟฟ้าสื่อสารและ อิเล็กทรอนิกส์,,วศ.บ. วิศวกรรมไฟฟ้า สื่อสารและอิเล็กทรอนิกส์,0,50,2,1,34.0940,34.0940
มหาวิทยาลัยเทคโนโลยีมหานคร,วิทยาเขตหลัก,40610130301905A,วิศวกรรมศาสตร์,วศ.บ. วิศวกรรมเมคคาทรอนิกส์และออโต เมชัน,,วศ.บ. วิศวกรรมเมคคาทรอ นิกส์และออโตเมชัน,0,50,4,1,0.0000,0.0000
มหาวิทยาลัยเทคโนโลยีมหานคร,วิทยาเขตหลัก,40610130302106A,วิศวกรรมศาสตร์,วศ.บ. วิศวกรรมโยธา,,วศ.บ. วิศวกรรมโยธา,0,50,17,8,52.5440,33.6805
มหาวิทยาลัยเทคโนโลยีมหานคร,วิทยาเขตหลัก,40610130302307A,วิศวกรรมศาสตร์,วศ.บ. วิศวกรรมควบคุมอุตสาหกรรมและ เครื่องมือวดั,,วศ.บ. วิศวกรรมควบคุม อุตสาหกรรมและเครื่องมือวดั,0,50,1,1,48.9970,48.9970
มหาวิทยาลัยเทคโนโลยีมหานคร,วิทยาเขตหลัก,40610161610801A,บริหารธุรกิจ พาณิชยศาสต์รการบัญีชและเศรษฐศาสตร์,บธ.บ.บริหารธุรกิจเพื่อเศรษฐกิจดิจิทัล,,บธ.บ.บริหารธุรกิจเพื่อ เศรษฐกิจดิจิทัล,0,50,7,3,46.1360,26.1330
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680101901701A,วิทยาลัยศิลปศาสตร์,ศศ.บ.ภาษาและวัฒนธรรมเกาหลี,,,0,70,54,23,57.5000,0.0000
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680101901801A,วิทยาลัยศิลปศาสตร์,ศศ.บ.ภาษาจีน,,,0,30,58,27,64.4440,14.1660
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680101901901A,วิทยาลัยศิลปศาสตร์,ศศ.บ.ภาษาญี่ปุ่น,,,0,30,75,30,60.5550,39.5830
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680101902001A,วิทยาลัยศิลปศาสตร์,ศศ.บ.ภาษาไทยเพื่อการสื่อสาร,,,0,30,24,10,52.3610,33.3330
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680101902401A,วิทยาลัยศิลปศาสตร์,ศศ.บ.ภาษาฝรั่งเศส,,,0,30,15,6,60.9720,0.0000
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680101902501A,วิทยาลัยศิลปศาสตร์,ศศ.บ.ภาษาอังกฤษ,,,0,70,121,35,65.0000,36.6660
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680102610101A,คณะบริหารธุรกิจ,บธ.บ.การเงินและการลงทุน,,,0,60,63,25,60.6662,0.0000
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680102610201A,คณะบริหารธุรกิจ,บธ.บ.การจัดการ,,,0,80,56,15,52.3328,18.9996
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680102610601A,คณะบริหารธุรกิจ,บธ.บ.การตลาดดิจิทัลและนวัตกรรมค้าปลีก,,,0,80,54,16,57.3830,17.6664
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680102610701A,คณะบริหารธุรกิจ,บธ.บ.ธุรกิจดิจิทัล,,,0,60,21,2,52.4664,49.6666
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680102610801A,คณะบริหารธุรกิจ,บธ.บ.การบริหารธุรกิจระหวา่ งประเทศ,,,0,60,44,12,56.1500,37.3164
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680102610802A,คณะบริหารธุรกิจ,บธ.บ.การเป็นผู้ประกอบการ,,,0,60,23,8,50.4500,23.3496
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680102611001A,คณะบริหารธุรกิจ,บธ.บ.การจัดการโลจิสติกส์และซัพพลาย เชน,,,0,80,60,16,55.3330,21.4998
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680103111701A,คณะพยาบาลศาสตร์,พย.บ.,,,0,50,426,50,51.9364,40.5732
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680104900401A,วิทยาลัยนิเทศศาสตร์,นศ.บ.การสรา้ งสรรค์อีเว้นท์และการ ประชาสัมพันธ์ดิจิทัล,,,0,50,86,26,66.9440,0.0000
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680104900601A,วิทยาลัยนิเทศศาสตร์,นศ.บ.การโฆษณาและสื่อสรา้ งสรรค์,,,0,50,52,15,55.6940,33.7500
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680104901101A,วิทยาลัยนิเทศศาสตร์,นศ.บ.สื่อสารการแสดง,,,0,50,131,50,60.5550,34.0270
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680104901101E,วิทยาลัยนิเทศศาสตร์,นศ.บ.,,,0,30,13,5,54.2360,0.0000
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680104901102A,วิทยาลัยนิเทศศาสตร์,นศ.บ.การสื่อสารการตลาดดิจิทัลและแบ รนด์ดิ้ง,,,0,50,46,18,62.9160,30.1380
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680104901103A,วิทยาลัยนิเทศศาสตร์,นศ.บ.มัลติมีเดีย,,,0,50,27,7,65.4160,47.3610
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680104901104A,วิทยาลัยนิเทศศาสตร์,นศ.บ.นิเทศศาสตร์การกีฬา,,,0,50,34,18,55.5550,21.1110
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680104901601A,วิทยาลัยนิเทศศาสตร์,นศ.บ.การภาพยนตร์ดิจิทัล,,,0,50,148,50,66.5270,33.8880
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680104903401A,วิทยาลัยนิเทศศาสตร์,นศ.บ.วิทยุและโทรทัศน์มัลติแพลตฟอรม์,,,0,50,15,4,62.3610,44.5830
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680104903802A,วิทยาลัยนิเทศศาสตร์,นศ.บ.การเขียนบทและการกำกับ ภาพยนตร์และซีรี่ส์,,,0,50,85,34,61.8050,0.0000
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680104903803A,วิทยาลัยนิเทศศาสตร์,นศ.บ.การสรา้ งสรรค์คอนเทนต์ดิจิทัล,,,0,50,58,20,62.6380,34.3050
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680106800101A,วิทยาลัยการออกแบบ,ศล.บ.การออกแบบภายใน,,,0,30,9,4,60.4331,0.0000
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680106800102A,วิทยาลัยการออกแบบ,ศล.บ.ศิลปะภาพถ่ายและมีเดียอารต์,,,0,30,15,1,10.3749,10.3749
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680106800103A,วิทยาลัยการออกแบบ,ศล.บ.การออกแบบนิเทศศิลป์,,,0,30,15,7,64.9914,0.0000
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680106800104A,วิทยาลัยการออกแบบ,ศล.บ.ออกแบบผลิตภัณฑ์สรา้ งสรรค์,,,0,30,6,0,0.0000,0.0000
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680106800105A,วิทยาลัยการออกแบบ,ศล.บ.แฟชั่นดีไซน์,,,0,30,22,8,56.7833,0.0000
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680107110101A,คณะกายภาพบำบัดและเวช ศาสตร์การกีฬา,วท.บ.กายภาพบำบัด,,,0,40,395,40,56.1470,48.3526
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680107112001A,คณะกายภาพบำบัดและเวช ศาสตร์การกีฬา,วท.บ. วิทยาศาสตร์การออกกำลังกายและ สมรรถภาพทางการกีฬา,,,0,60,198,60,68.7216,45.1328
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680107112501A,คณะกายภาพบำบัดและเวช ศาสตร์การกีฬา,วท.บ.ชรัณสุขศาสตร์,,,0,30,84,30,69.5830,0.0000
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680108111301A,คณะเทคนิคการแพทย์,วท.บ.เทคนิคการแพทย์,,,0,50,676,50,53.1350,43.2266
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680110400501A,คณะสถาปัตยกรรมศาสตร์,สถ.บ.,,,0,50,86,27,71.0000,34.0000
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680111300501A,วิทยาลัยวิศวกรรมศาสตร์,วศ.บ.วิศวกรรมคอมพิวเตอร์,,,0,30,99,30,43.1330,25.4750
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680111300601A,วิทยาลัยวิศวกรรมศาสตร์,วศ.บ.วิศวกรรมเคมี,,,0,30,34,10,38.0582,11.7250
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680111300701A,วิทยาลัยวิศวกรรมศาสตร์,วศ.บ.วิศวกรรมเครื่องกล,,,0,30,36,9,44.7665,0.0000
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680111301601A,วิทยาลัยวิศวกรรมศาสตร์,วศ.บ.วิศวกรรมไฟฟ้า,,,0,30,37,12,36.8915,19.6665
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680111302001A,วิทยาลัยวิศวกรรมศาสตร์,วศ.บ.วิศวกรรมยานยนต์และมอเตอ์รสปอรต์,,,0,30,11,5,49.0330,0.0000
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680111302101A,วิทยาลัยวิศวกรรมศาสตร์,วศ.บ.วิศวกรรมโยธา,,,0,30,73,29,38.7915,0.0000
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680111302201A,วิทยาลัยวิศวกรรมศาสตร์,วศ.บ.วิศวกรรมระบบราง,,,0,30,3,0,0.0000,0.0000
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680111303501A,วิทยาลัยวิศวกรรมศาสตร์,วศ.บ.วิศวกรรมอุตสาหการ,,,0,30,20,5,30.6080,24.0000
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680113112101A,คณะวิทยาศาสตร์,วท.บ.วิทยาศาสตร์ชีวการแพทย์,,,0,30,179,30,67.6380,55.4160
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680114220101A,วิทยาลัยนวัตกรรมดิจิทัล เทคโนโลยี,วท.บ.นวัตกรรมดิจิทัล,,,0,30,11,2,47.2249,46.7164
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680114220102A,วิทยาลัยนวัตกรรมดิจิทัล เทคโนโลยี,วท.บ.คอมพิวเตอร์เกมและอีสปอรต์,,,0,30,27,9,48.1581,22.0000
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680114220103A,วิทยาลัยนวัตกรรมดิจิทัล เทคโนโลยี,วท.บ.สารสนเทศการลงทุน,,,0,30,0,0,0.0000,0.0000
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680114220104A,วิทยาลัยนวัตกรรมดิจิทัล เทคโนโลยี,วท.บ.เทคโนโลยีสื่อสังคม,,,0,30,2,0,0.0000,0.0000
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680114220201A,วิทยาลัยนวัตกรรมดิจิทัล เทคโนโลยี,วท.บ.วิทยาการคอมพิวเตอร์,,,0,30,44,13,61.1500,12.7083
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680115220101E,วิทยาลัยนานาชาติ,วท.บ.เทคโนโลยีสารสนเทศและการสื่อสาร,,,0,30,1,1,42.5965,42.5965
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680115610801E,วิทยาลัยนานาชาติ,บธ.บ.ธุรกิจระหวา่ งประเทศ,,,0,50,14,3,53.2635,47.0830
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680116620101A,วิทยาลัยการท่องเที่ยวและอุตสาหกรรมการบริการ,ศศ.บ.การจัดการการท่องเที่ยวและการ บริการ,,,0,40,20,3,52.5000,35.2770
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680116620101E,วิทยาลัยการท่องเที่ยวและอุตสาหกรรมการบริการ,ศศ.บ.การท่องเที่ยว การบริการ และกีฬา,,,0,20,0,0,0.0000,0.0000
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680116620102A,วิทยาลัยการท่องเที่ยวและอุตสาหกรรมการบริการ,ศศ.บ.การจัดการโรงแรมและภัตตาคาร,,,0,40,15,3,47.7770,42.0830
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680116620103A,วิทยาลัยการท่องเที่ยวและอุตสาหกรรมการบริการ,ทล.บ.ศิลปะและเทคโนโลยีการประกอบ อาหาร,,,0,40,19,4,41.6660,38.7500
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680116620201A,วิทยาลัยการท่องเที่ยวและอุตสาหกรรมการบริการ,บธ.บ.การจัดการธุรกิจการบินและการขนส่ง,,,0,40,52,23,62.3610,0.0000
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680117901001A,คณะนิติศาสตร์,น.บ.,,,0,50,152,51,62.5000,41.9440
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680118611101A,คณะเศรษฐศาสตร์,ศ.บ.เศรษฐกิจดิจิทัล,,,0,40,33,9,53.1830,16.2500
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680119110501A,วิทยาลัยการแพทย์แผน ตะวันออก,พจ.บ.,,,0,30,71,25,52.1720,18.9580
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680119110601A,วิทยาลัยการแพทย์แผน ตะวันออก,วท.บ.การแพทย์แผนตะวันออก,,,0,30,37,14,49.8255,19.7915
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680119110701A,วิทยาลัยการแพทย์แผน ตะวันออก,พท.บ.,,,0,30,80,30,51.8133,21.2500
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680120800201A,วิทยาลัยดนตรี,ดศ.บ.,,,0,20,29,7,42.2998,0.0000
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680121903601A,วิทยาลัยผู้นำและนวัตกรรม สังคม,ศศ.บ.ผู้นำทางสังคมธุรกิจและการเมือง,,,0,50,4,2,42.6680,39.4400
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680122610501A,คณะบัญชี,บช.บ.,,,0,50,130,43,61.8635,15.8750
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680123120101C,วิทยาลัยทันตแพทยศาสตร์,ท.บ.,,,0,30,423,30,63.4358,53.0625
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680126620202A,สถาบันการบิน,วท.บ.นักบินพาณิชย์,,,0,20,21,6,37.9000,20.9000
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680130611101E,คณะการทูตและการ ต่างประเทศ,ศศ.บ.ความสัมพันธ์ระหวา่ งประเทศและการพัฒนา,,,0,20,37,8,65.3470,11.2500
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680132610801D,วิทยาลัยนานาชาติจีน,บธ.บ.,,,0,30,2,1,50.4160,50.4160
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680134800107A,คณะดิจิทัลอารต์,ศล.บ.คอมพิวเตอร์อารต์,,,0,10,32,9,64.0749,42.2914
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680135903201A,คณะรัฐศาสตร์,ร.บ.,,,0,50,79,30,55.6815,23.3750
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680136500401A,คณะนวัตกรรมเกษตร,ทล.บ.นวัตกรรมเกษตร,,,0,30,7,1,46.1104,46.1104
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680137211001A,คณะเทคโนโลยีอาหาร,วท.บ.เทคโนโลยีอาหาร,,,0,20,49,11,51.6688,24.5800
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680137211002A,คณะเทคโนโลยีอาหาร,ทล.บ.ธุรกิจอาหาร,,,0,50,11,3,45.6940,39.1660
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680139112701A,คณะอาชญาวิทยาและการ บริหารงานยุติธรรม,วท.บ.อาชญาวิทยาและนิติวิทยาศาสตร์,,,0,30,289,30,72.2220,57.9160
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680139903501A,คณะอาชญาวิทยาและการ บริหารงานยุติธรรม,ศศ.บ.อาชญาวิทยาและงานยุติธรรม,,,0,50,105,49,66.3880,0.0000
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680140111901A,คณะรังสีเทคนิค,วท.บ.รังสีเทคนิค,,,0,30,565,30,46.2225,38.7416
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680141300901A,วิทยาลัยวิศวกรรมชีวการแพทย์,วศ.บ.วิศวกรรมชีวการแพทย์,,,0,30,148,30,41.5722,33.1664
มหาวิทยาลัยรังสิต,วิทยาเขตหลัก,40680142702801A,วิทยาลัยการกีฬา,วท.บ.กีฬากอล์ฟ,,,0,40,11,5,48.8880,36.5270
มหาวิทยาลัยหัวเฉียวเฉลิมพระเกียรติ,วิทยาเขตหลัก,40730101111701A,คณะพยาบาลศาสตร์,หลักสูตรพยาบาลศาสตรบัณฑิต,หลักสูตรพยาบาลศาสตร บัณฑิต,,0,30,448,30,48.4331,41.3832
มหาวิทยาลัยหัวเฉียวเฉลิมพระเกียรติ,วิทยาเขตหลัก,40730102903701A,คณะสังคมสงเคราะห์ศาสต์รและสวัสดิการสังคม,หลักสูตรสังคมสงเคราะห์ศาสตรบัณฑิต,หลักสูตรสังคมสงเคราะห์ศา สตรบัณฑิต,,0,50,50,22,96.7500,67.7500
มหาวิทยาลัยหัวเฉียวเฉลิมพระเกียรติ,วิทยาเขตหลัก,40730103902501A,คณะศิลปศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต (ภาษาอังกฤษ),หลักสูตรศิลปศาสตรบัณฑิต (ภาษาอังกฤษ),,0,50,66,18,98.0000,48.7500
มหาวิทยาลัยหัวเฉียวเฉลิมพระเกียรติ,วิทยาเขตหลัก,40730103902502I,คณะศิลปศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต (ภาษาอังกฤษและภาษาจีน),หลักสูตรศิลปศาสตรบัณฑิต (ภาษาอังกฤษ-ภาษาจีน),,0,50,32,16,97.2500,0.0000
มหาวิทยาลัยหัวเฉียวเฉลิมพระเกียรติ,วิทยาเขตหลัก,40730104610501A,คณะบริหารธุรกิจ,หลักสูตรบัญชีบัณฑิต,หลักสูตรบัญชีบัณฑิต,,0,50,57,17,94.5000,58.7500
มหาวิทยาลัยหัวเฉียวเฉลิมพระเกียรติ,วิทยาเขตหลัก,40730104610805A,คณะบริหารธุรกิจ,หลักสูตรบริหารธุรกิจบัณฑิต,หลักสูตรบริหารธุรกิจบัณฑิต,,0,50,59,19,96.2500,49.0000
มหาวิทยาลัยหัวเฉียวเฉลิมพระเกียรติ,วิทยาเขตหลัก,40730104610806A,คณะบริหารธุรกิจ,หลักสูตรบริหารธุรกิจบัณฑิต (ธุรกิจจีน),หลักสูตรบริหารธุรกิจบัณฑิต,,0,50,45,17,96.2500,67.7500
มหาวิทยาลัยหัวเฉียวเฉลิมพระเกียรติ,วิทยาเขตหลัก,40730104610807A,คณะบริหารธุรกิจ,หลักสูตรบริหารธุรกิจบัณฑิต (การจัดการ ธุรกิจการบิน),หลักสูตรบริหารธุรกิจบัณฑิต (การจัดการธุรกิจการบิน),,0,50,22,7,94.2500,0.0000
มหาวิทยาลัยหัวเฉียวเฉลิมพระเกียรติ,วิทยาเขตหลัก,40730104611004A,คณะบริหารธุรกิจ,หลักสูตรบริหารธุรกิจบัณฑิต (การ จัดการโลจิสติกส์และโซ่อุปทาน),หลักสูตรบริหารธุรกิจบัณฑิต (การจัดการโลจิสติกส์และโซ่ อุปทาน),,0,50,50,15,95.5000,59.5000
มหาวิทยาลัยหัวเฉียวเฉลิมพระเกียรติ,วิทยาเขตหลัก,40730105112103A,คณะวิทยาศาสตร์และเทคโนโลยี,หลักสูตรวิทยาศาสตรบัณฑิต (วิทยาศาสตร์การแพทย์),หลักสูตรวิทยาศาสตรบัณฑิต (วิทยาศาสตร์การแพทย์),,0,50,203,51,99.5000,85.0000
มหาวิทยาลัยหัวเฉียวเฉลิมพระเกียรติ,วิทยาเขตหลัก,40730105213702A,คณะวิทยาศาสตร์และเทคโนโลยี,หลักสูตรวิทยาศาสตรบัณฑิต (ปัญญาประดิษฐ)์,หลักสูตรวิทยาศาสตรบัณฑิต (ปัญญาประดิษฐ)์,,0,50,6,1,73.7500,73.7500
มหาวิทยาลัยหัวเฉียวเฉลิมพระเกียรติ,วิทยาเขตหลัก,40730105220201A,คณะวิทยาศาสตร์และเทคโนโลยี,หลักสูตรวิทยาศาสตรบัณฑิต (วิทยาการ คอมพิวเตอร)์,หลักสูตรวิทยาศาสตรบัณฑิต (วิทยาการคอมพิวเตอร์),,0,50,35,6,88.2500,62.5000
มหาวิทยาลัยหัวเฉียวเฉลิมพระเกียรติ,วิทยาเขตหลัก,40730105302904I,คณะวิทยาศาสตร์และเทคโนโลยี,หลักสูตรวิทยาศาสตรบัณฑิต (วิทยาการ หุ่นยนต์สุขภาพ),หลักสูตรวิทยาศาสตรบัณฑิต (วิทยาการหุ่นยนต์สุขภาพ),,0,20,1,0,0.0000,0.0000
มหาวิทยาลัยหัวเฉียวเฉลิมพระเกียรติ,วิทยาเขตหลัก,40730106130101A,คณะเภสัชศาสตร์,หลักสูตรเภสัชศาสตรบัณฑิต,หลักสูตรเภสัชศาสตรบัณฑิต,,0,20,586,20,53.5177,49.1455
มหาวิทยาลัยหัวเฉียวเฉลิมพระเกียรติ,วิทยาเขตหลัก,40730107111301A,คณะเทคนิคการแพทย์,หลักสูตรวิทยาศาสตรบัณฑิต (เทคนิค การแพทย์),หลักสูตรวิทยาศาสตรบัณฑิต (เทคนิคการแพทย)์,,0,50,570,50,49.6126,41.0088
มหาวิทยาลัยหัวเฉียวเฉลิมพระเกียรติ,วิทยาเขตหลัก,40730108110101A,คณะกายภาพบำบัด,หลักสูตรวิทยาศาสตรบัณฑิต (กายภาพบำบัด),หลักสูตรวิทยาศาสตรบัณฑิต (กายภาพบำบัด),,0,50,344,50,54.8470,47.5470
มหาวิทยาลัยหัวเฉียวเฉลิมพระเกียรติ,วิทยาเขตหลัก,40730109110305A,คณะสาธารณสุขศาสตร์และ สิงแวดล้อม,หลักสูตรวิทยาศาสตรบัณฑิต (การจัดการ และบรรเทาสาธารณภัย),หลักสูตรวิทยาศาสตรบัณฑิต (การจัดการและบรรเทาสา ธารณภัย),,0,50,21,7,93.0000,0.0000
มหาวิทยาลัยหัวเฉียวเฉลิมพระเกียรติ,วิทยาเขตหลัก,40730109110403A,คณะสาธารณสุขศาสตร์และ สิงแวดล้อม,หลักสูตรการจัดการบัณฑิต (การบริการ ทางการแพทย์),หลักสูตรการจัดการบัณฑิต (การบริการทางการแพทย์),,0,50,117,35,95.2500,47.0000
มหาวิทยาลัยหัวเฉียวเฉลิมพระเกียรติ,วิทยาเขตหลัก,40730109112404A,คณะสาธารณสุขศาสตร์และ สิงแวดล้อม,หลักสูตรวิทยาศาสตรบัณฑิต (การจัดการ เวชระเบียนและสถิติโรงพยาบาล),หลักสูตรวิทยาศาสตรบัณฑิต (การจัดการเวชระเบียนและ สถิติโรงพยาบาล),,0,50,124,50,96.2500,43.2500
มหาวิทยาลัยหัวเฉียวเฉลิมพระเกียรติ,วิทยาเขตหลัก,40730109112701A,คณะสาธารณสุขศาสตร์และ สิงแวดล้อม,หลักสูตรวิทยาศาสตรบัณฑิต (อาชีวอนา มัยและความปลอดภัย),หลักสูตรวิทยาศาสตรบัณฑิต (อาชีวอนามัยและความ ปลอดภัย),,0,50,74,21,35.2054,14.8888
